degradation,degradation_group,traj_idx,method,ADE,smooth,noisy_ADE,noisy_smooth,delta_ADE_vs_noisy,delta_smooth_vs_noisy,improved_ADE_vs_noisy,improved_smooth_vs_noisy
gaussian_medium,relative_observable,175,noisy_input,0.06515919417142868,0.1660345196723938,0.06515919417142868,0.1660345196723938,0.0,0.0,0,0
gaussian_medium,relative_observable,176,noisy_input,0.06126191094517708,0.15007564425468445,0.06126191094517708,0.15007564425468445,0.0,0.0,0,0
gaussian_medium,relative_observable,177,noisy_input,0.06333308666944504,0.2138184905052185,0.06333308666944504,0.2138184905052185,0.0,0.0,0,0
gaussian_medium,relative_observable,178,noisy_input,0.06996317207813263,0.161967933177948,0.06996317207813263,0.161967933177948,0.0,0.0,0,0
gaussian_medium,relative_observable,179,noisy_input,0.05731259658932686,0.15365171432495117,0.05731259658932686,0.15365171432495117,0.0,0.0,0,0
gaussian_medium,relative_observable,180,noisy_input,0.07600606232881546,0.4445343017578125,0.07600606232881546,0.4445343017578125,0.0,0.0,0,0
gaussian_medium,relative_observable,181,noisy_input,0.06523136049509048,0.1865866482257843,0.06523136049509048,0.1865866482257843,0.0,0.0,0,0
gaussian_medium,relative_observable,182,noisy_input,0.05938028544187546,0.16368362307548523,0.05938028544187546,0.16368362307548523,0.0,0.0,0,0
gaussian_medium,relative_observable,183,noisy_input,0.07407162338495255,0.20291300117969513,0.07407162338495255,0.20291300117969513,0.0,0.0,0,0
gaussian_medium,relative_observable,184,noisy_input,0.0715017318725586,0.20576082170009613,0.0715017318725586,0.20576082170009613,0.0,0.0,0,0
gaussian_medium,relative_observable,185,noisy_input,0.060521721839904785,0.17453165352344513,0.060521721839904785,0.17453165352344513,0.0,0.0,0,0
gaussian_medium,relative_observable,186,noisy_input,0.06369609385728836,0.19404500722885132,0.06369609385728836,0.19404500722885132,0.0,0.0,0,0
