degradation,method,confidence_bin,N_frames,ADE_mean,ADE_std,ADE_median,ADE_min,ADE_max,ADE_p25,ADE_p75
burst_medium,noisy_input,mid,2073,0.010783036208895314,0.003298685809564554,0.010689876973628998,0.005014616530388594,0.016917986795306206,0.00804123841226101,0.013574161566793919
burst_medium,noisy_input,low,1576,0.1747973691010233,0.1919517201052237,0.06979499012231827,0.01694335788488388,0.9783440828323364,0.020625434815883636,0.2966974899172783
burst_medium,stage3_cond_residual_t20,high,351,0.05163655085625138,0.041083777326575976,0.03987547382712364,0.000637934950646013,0.21375250816345215,0.019893172197043896,0.07610796764492989
burst_medium,stage3_cond_residual_t20,mid,2073,0.051580364807467104,0.04334648971834254,0.036415476351976395,0.0006575722363777459,0.2481553554534912,0.018944676965475082,0.07484066486358643
burst_medium,stage3_cond_residual_t20,low,1576,0.15386363663342792,0.1430188334112608,0.10637783631682396,0.001759979990310967,0.7122989296913147,0.035390025936067104,0.23567379638552666
burst_medium,formal_e1_linear_gate,high,351,0.011275107864614846,0.009347161932500188,0.008347917348146439,0.00010420870967209339,0.056393977254629135,0.004385560983791947,0.014795625116676092
burst_medium,formal_e1_linear_gate,mid,2073,0.027592510601290737,0.02339599943307977,0.019221821799874306,4.306409755372442e-05,0.1481958031654358,0.011033791117370129,0.03769635036587715
burst_medium,formal_e1_linear_gate,low,1576,0.14881477543645713,0.1456183378063733,0.094722431153059,0.001304620411247015,0.7122989296913147,0.02970362827181816,0.23565973341464996
burst_medium,V1_abs_anchor_smooth,high,351,0.014306761559143403,0.01855149176684005,0.005721223074942827,0.0002479422546457499,0.07683774083852768,0.003477985388599336,0.015541907399892807
burst_medium,V1_abs_anchor_smooth,mid,2073,0.023445207118395348,0.027478630133068283,0.011220971122384071,0.0002668850065674633,0.1466417759656906,0.007301624398678541,0.024578072130680084
burst_medium,V1_abs_anchor_smooth,low,1576,0.06563921710730383,0.08638143630297616,0.030722144059836864,0.0003391489735804498,0.9202973246574402,0.015197105007246137,0.0849594995379448
burst_medium,V2_uniform_cond_motion,high,351,0.01082107727299776,0.008676026415558783,0.00789620354771614,0.00028837082209065557,0.04214465618133545,0.004542062059044838,0.014849787577986717
burst_medium,V2_uniform_cond_motion,mid,2073,0.015262105705402578,0.011968485463152604,0.011268800124526024,0.00017476575158070773,0.08631860464811325,0.006856207270175219,0.020891493186354637
burst_medium,V2_uniform_cond_motion,low,1576,0.11501590416256352,0.12522506367345335,0.053778549656271935,0.0003980422916356474,0.6627280712127686,0.016198249999433756,0.18798398226499557
burst_medium,V3_conf_mod_cond_motion,high,351,0.01320689150729116,0.013985534991535644,0.007401200011372566,4.896644168184139e-05,0.06530767679214478,0.004025418311357498,0.016760886646807194
burst_medium,V3_conf_mod_cond_motion,mid,2073,0.017239442061578063,0.015607478250462797,0.011438569985330105,0.00036440190160647035,0.08650656789541245,0.006721631623804569,0.022435886785387993
burst_medium,V3_conf_mod_cond_motion,low,1576,0.11538628113579724,0.12493889258916983,0.05712075158953667,0.0006938272854313254,0.7358836531639099,0.016750385519117117,0.18578389286994934
