degradation,conditional_source,delta0_label,delta0,gamma,ADE_noisy,ADE_cond,ADE_gamma,RMSE_gamma,ADE_gamma_high,ADE_noisy_high,ADE_cond_high,ADE_gamma_mid,ADE_gamma_low,ADE_noisy_low,ADE_cond_low,C2_high_no_harm_pass,C3_low_preservation_pass,conditional_useful_low,win_rate_vs_cond,win_rate_vs_noisy,residual_usage_ratio,noisy_reversion_gap,N_high_frames,N_mid_frames,N_low_frames
gaussian_medium,archived_original,fixed_0.05,0.05,3,0.06256657093763351,0.05569539964199066,0.05079293251037598,0.05736412853002548,0.011998172849416733,0.01204227190464735,0.043805237859487534,0.037087973207235336,0.06852400302886963,0.08928573876619339,0.06445304304361343,True,True,True,0.58,0.985,0.38385918736457825,-0.011773638427257538,242,1821,1937
gaussian_medium,archived_original,fixed_0.05,0.05,4,0.06256657093763351,0.05569539964199066,0.05265207588672638,0.05868023261427879,0.012029381468892097,0.01204227190464735,0.043805237859487534,0.03838131204247475,0.07114342600107193,0.08928573876619339,0.06445304304361343,True,False,True,0.49,0.985,0.3040037751197815,-0.009914495050907135,242,1821,1937
gaussian_medium,archived_original,fixed_0.10,0.1,1,0.06256657093763351,0.05569539964199066,0.04993081092834473,0.05729695409536362,0.02163422666490078,0.02313477359712124,0.04462694004178047,0.05499021336436272,0.10153018683195114,0.13719436526298523,0.09297490119934082,True,True,True,0.635,0.975,0.4604303240776062,-0.012635760009288788,876,2931,193
gaussian_medium,archived_original,fixed_0.10,0.1,2,0.06256657093763351,0.05569539964199066,0.05466999113559723,0.060827966779470444,0.02249906212091446,0.02313477359712124,0.04462694004178047,0.0606713593006134,0.10954932868480682,0.13719436526298523,0.09297490119934082,True,False,True,0.395,0.99,0.23996329307556152,-0.007896579802036285,876,2931,193
gaussian_medium,archived_original,fixed_0.10,0.1,3,0.06256657093763351,0.05569539964199066,0.057782553136348724,0.06396029144525528,0.02296256087720394,0.02313477359712124,0.04462694004178047,0.06435400992631912,0.11602797359228134,0.13719436526298523,0.09297490119934082,True,False,True,0.325,0.99,0.13506406545639038,-0.00478401780128479,876,2931,193
gaussian_medium,archived_original,fixed_0.10,0.1,4,0.06256657093763351,0.05569539964199066,0.05960048735141754,0.0660674124956131,0.02308950386941433,0.02313477359712124,0.04462694004178047,0.0664651021361351,0.12106900662183762,0.13719436526298523,0.09297490119934082,True,False,True,0.29,0.985,0.0802251324057579,-0.002966083586215973,876,2931,193
gaussian_medium,archived_original,fixed_0.20,0.2,1,0.06256657093763351,0.05569539964199066,0.05408641695976257,0.06066479533910751,0.03843525052070618,0.04271083325147629,0.04819432646036148,0.08111055195331573,,,,True,True,False,0.415,0.99,0.2745828926563263,-0.008480153977870941,2533,1467,0
gaussian_medium,archived_original,fixed_0.20,0.2,2,0.06256657093763351,0.05569539964199066,0.05943571403622627,0.06612876802682877,0.041602373123168945,0.04271083325147629,0.04819432646036148,0.09022770822048187,,,,True,True,False,0.29,0.99,0.08873536437749863,-0.003130856901407242,2533,1467,0
gaussian_medium,archived_original,fixed_0.20,0.2,3,0.06256657093763351,0.05569539964199066,0.06137850880622864,0.0685325339436531,0.04243564233183861,0.04271083325147629,0.04819432646036148,0.09408626705408096,,,,True,True,False,0.285,0.985,0.03181725740432739,-0.0011880621314048767,2533,1467,0
gaussian_medium,archived_original,fixed_0.20,0.2,4,0.06256657093763351,0.05569539964199066,0.06209168955683708,0.06951507180929184,0.04264118894934654,0.04271083325147629,0.04819432646036148,0.09567596018314362,,,,True,True,False,0.275,0.99,0.012290822342038155,-0.0004748813807964325,2533,1467,0
drift_medium,archived_original,default,0.0156782567501068,1,0.01764802448451519,0.03159075602889061,0.02327214553952217,0.030143363401293755,0.003634951775893569,0.00240786443464458,0.014949391596019268,0.018201060593128204,0.03612328693270683,0.029400285333395004,0.04001295939087868,False,True,False,0.995,0.3,0.6509233713150024,0.005624121055006981,581,1815,1604
