degradation,coarse_method,alpha,ADE,FDE,RMSE,masked_ADE,masked_RMSE,off_map_ratio,wall_crossing_count,coarse_ADE,coarse_masked_ADE,improvement_ADE,improvement_masked_ADE,improves_over_identity,improves_over_light_savgol
missing_noise,linear_interp,0.5,0.0413067489862442,0.03753507137298584,0.03358817100524902,0.05628964677453041,0.04526718333363533,0.00016494330940038256,0.0,0.0362795889377594,0.031153807416558266,-0.13856717222208076,-0.8068304147188261,0.0,0.0
missing_noise,linear_interp,0.75,0.045568808913230896,0.03753507137298584,0.03867524862289429,0.07759995758533478,0.06234714016318321,0.00019127879577523354,0.0,0.0362795889377594,0.031153807416558266,-0.256045348016702,-1.4908659332627947,0.0,0.0
missing_noise,linear_interp,1.0,0.05010752007365227,0.03753507137298584,0.04487180337309837,0.10029347985982895,0.08047166466712952,0.00021206996922906328,0.0,0.0362795889377594,0.031153807416558266,-0.3811490576592754,-2.219300887329839,0.0,0.0
missing_noise,savgol_w5_p2,0.0,0.028381135314702988,0.03541840985417366,0.022900020703673363,0.032900966703891754,0.026449568569660187,0.00010395586726914867,0.0,0.028381135314702988,0.032900966703891754,0.0,0.0,0.0,0.0
missing_noise,savgol_w5_p2,0.05,0.02839560993015766,0.03541840985417366,0.02291843667626381,0.032973360270261765,0.026529189199209213,0.00010534194549940398,0.0,0.028381135314702988,0.032900966703891754,-0.0005100083310330127,-0.0022003476986421546,0.0,0.0
missing_noise,savgol_w5_p2,0.1,0.02855302393436432,0.03541840985417366,0.023068882524967194,0.0337604358792305,0.0271733570843935,0.00010395586726914867,0.0,0.028381135314702988,0.032900966703891754,-0.006056439171842553,-0.02612291556883285,0.0,0.0
missing_noise,savgol_w5_p2,0.25,0.029761822894215584,0.03541840985417366,0.024277150630950928,0.03980439528822899,0.03200663626194,0.00010811410195991462,0.0,0.028381135314702988,0.032900966703891754,-0.04864807430016107,-0.20982449076551446,0.0,0.0
missing_noise,savgol_w5_p2,0.5,0.03324140980839729,0.03541840985417366,0.028394123539328575,0.05720233917236328,0.04592010751366615,0.00011781664957170183,0.0,0.028381135314702988,0.032900966703891754,-0.17125017867683454,-0.738621837078027,0.0,0.0
missing_noise,savgol_w5_p2,0.75,0.03748702630400658,0.03541840985417366,0.034277547150850296,0.07843043655157089,0.06286711990833282,0.00014276605771629752,0.0,0.028381135314702988,0.032900966703891754,-0.3208430842647171,-1.383833802132434,0.0,0.0
missing_noise,savgol_w5_p2,1.0,0.0420353002846241,0.03541840985417366,0.041177067905664444,0.10117179155349731,0.08096468448638916,0.00016632938763063787,0.0,0.028381135314702988,0.032900966703891754,-0.4811000271313144,-2.07504008815431,0.0,0.0
missing_noise_drift,kalman_cv_dt1.0_q1e-3_r1e-2,0.0,0.0477747768163681,0.04601367935538292,0.0392746701836586,0.06488408148288727,0.05440844967961311,0.000338203088182297,0.0,0.0477747768163681,0.06488408148288727,0.0,0.0,0.0,0.0
missing_noise_drift,kalman_cv_dt1.0_q1e-3_r1e-2,0.05,0.04758350923657417,0.04601367935538292,0.0390324667096138,0.06392785161733627,0.05352983623743057,0.0003298866188007651,0.0,0.0477747768163681,0.06488408148288727,0.004003526390695769,0.014737511014981294,1.0,0.0
missing_noise_drift,kalman_cv_dt1.0_q1e-3_r1e-2,0.1,0.047468364238739014,0.04601367935538292,0.03887232765555382,0.06335213035345078,0.05294395610690117,0.0003243423058797439,0.0,0.0477747768163681,0.06488408148288727,0.006413689357604899,0.023610585130045103,1.0,0.0
missing_noise_drift,kalman_cv_dt1.0_q1e-3_r1e-2,0.25,0.04758578911423683,0.04601367935538292,0.038891810923814774,0.06393928825855255,0.053015489131212234,0.00031463975826795664,0.0,0.0477747768163681,0.06488408148288727,0.003955805023594005,0.014561248348470487,1.0,0.0
missing_noise_drift,kalman_cv_dt1.0_q1e-3_r1e-2,0.5,0.04919147863984108,0.04601367935538292,0.04055754840373993,0.07196769118309021,0.05892663821578026,0.0002938485848141269,0.0,0.0477747768163681,0.06488408148288727,-0.0296537612078933,-0.10917330627653557,0.0,0.0
missing_noise_drift,kalman_cv_dt1.0_q1e-3_r1e-2,0.75,0.052105724811553955,0.04601367935538292,0.044040028005838394,0.08653893321752548,0.07032354176044464,0.0002952346630443822,0.0,0.0477747768163681,0.06488408148288727,-0.09065344275354159,-0.33374675636503437,0.0,0.0
missing_noise_drift,kalman_cv_dt1.0_q1e-3_r1e-2,1.0,0.055838692933321,0.04601367935538292,0.04895307868719101,0.10520374029874802,0.08502820134162903,0.0003104815235771907,0.0,0.0477747768163681,0.06488408148288727,-0.1687902415106651,-0.6214106433254323,0.0,0.0
