method,method_label,missing_condition,trajectory_idx,seed_idx,case_id,population_unit,span_start,span_end,masked_ADE,masked_RMSE,endpoint_error,path_length_error,acceleration_error
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,213,1,traj213_seed1,trajectory_seed,8,11,0.391340970993042,0.3555484414100647,0.9116742014884949,1.271073341369629,0.10669507831335068
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,213,2,traj213_seed2,trajectory_seed,8,11,0.33644387125968933,0.2823250889778137,0.6332589387893677,0.735419511795044,0.05625610426068306
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,213,3,traj213_seed3,trajectory_seed,8,11,1.1164836883544922,0.8901447653770447,1.9158997535705566,2.281064748764038,0.10792660713195801
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,213,4,traj213_seed4,trajectory_seed,8,11,0.247324138879776,0.2654886841773987,0.7334056496620178,1.1652154922485352,0.1456376016139984
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,214,0,traj214_seed0,trajectory_seed,8,11,0.42592766880989075,0.42653346061706543,1.0547453165054321,1.1974892616271973,0.13199420273303986
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,214,1,traj214_seed1,trajectory_seed,8,11,0.9232550859451294,0.7605355978012085,1.7596203088760376,1.9965333938598633,0.11683339625597
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,214,2,traj214_seed2,trajectory_seed,8,11,0.604232668876648,0.5280359983444214,1.2796679735183716,1.4175240993499756,0.09504581242799759
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,214,3,traj214_seed3,trajectory_seed,8,11,1.1670303344726562,1.0271227359771729,2.361377477645874,1.8978993892669678,0.1522209346294403
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,214,4,traj214_seed4,trajectory_seed,8,11,1.3966565132141113,1.1741219758987427,2.6865336894989014,2.354004144668579,0.170982226729393
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,215,0,traj215_seed0,trajectory_seed,8,11,1.1972216367721558,0.9847232103347778,2.055539608001709,2.023327946662903,0.15325987339019775
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,215,1,traj215_seed1,trajectory_seed,8,11,0.20157240331172943,0.1727531999349594,0.39065295457839966,0.6328871250152588,0.12461788952350616
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,215,2,traj215_seed2,trajectory_seed,8,11,0.6175369024276733,0.49119850993156433,0.8644124865531921,0.5256109237670898,0.14348621666431427
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,215,3,traj215_seed3,trajectory_seed,8,11,0.8741477727890015,0.750237226486206,1.6995121240615845,1.183518409729004,0.12493765354156494
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,215,4,traj215_seed4,trajectory_seed,8,11,0.7155632376670837,0.6090474724769592,1.3562815189361572,1.4299707412719727,0.12204304337501526
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,216,0,traj216_seed0,trajectory_seed,8,11,0.7288386821746826,0.5454187989234924,1.0826497077941895,0.40605711936950684,0.16103093326091766
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,216,1,traj216_seed1,trajectory_seed,8,11,0.7633092403411865,0.6065428256988525,1.1389784812927246,0.9862829446792603,0.11160658299922943
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,216,2,traj216_seed2,trajectory_seed,8,11,0.697151780128479,0.523711085319519,0.8808550834655762,0.32236766815185547,0.11917218565940857
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,216,3,traj216_seed3,trajectory_seed,8,11,0.7089148759841919,0.5379499793052673,1.0374457836151123,0.7315492630004883,0.07703136652708054
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,216,4,traj216_seed4,trajectory_seed,8,11,0.25292882323265076,0.18865874409675598,0.16240324079990387,0.14590668678283691,0.09507351368665695
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,217,0,traj217_seed0,trajectory_seed,8,11,0.3542005717754364,0.25764235854148865,0.3719848394393921,0.6514760255813599,0.1365543007850647
ddpm_v3_inpainting,DDPM v3 inpainting candidate,missing_only,217,1,traj217_seed1,trajectory_seed,8,11,0.455430269241333,0.3248119354248047,0.4191201329231262,0.4527618885040283,0.14966508746147156
