geometry_profile,source_family,experiment_id,degradation,coarse_method,method_name,refiner_name,alpha,output_path,evaluated_windows,off_map_ratio,boundary_violation_count,infeasible_transition_count,window_violation_count,window_violation_rate,infeasible_transition_rate,mean_infeasible_transitions_per_window,masked_infeasible_transition_count,masked_segment_count,masked_infeasible_transition_rate,total_points,total_segments,obstacle_point_violation_count,obstacle_segment_crossing_count,obstacle_point_violation_rate,obstacle_segment_crossing_rate
obstacle_v1,phase1_baseline,span20_random_seed13,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed13/kalman_cv_dt1.0_q1e-3_r1e-2/results.npz,25430,6.29178136059772e-05,32,452,175,0.006881635863153756,0.0009354885444046608,0.017774282343688556,396,127150,0.003114431773495871,508600,483170,246,400,0.0004836806920959497,0.0008278659684996999
obstacle_v1,phase1_baseline,span20_random_seed13,,,linear_interp,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed13/linear_interp/results.npz,25430,0.0,0,0,0,0.0,0.0,0.0,0,127150,0.0,508600,483170,0,0,0.0,0.0
obstacle_v1,phase1_baseline,span20_random_seed13,,,savgol_w5_p2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed13/savgol_w5_p2/results.npz,25430,0.0,0,2,2,7.864726700747149e-05,4.139329842498499e-06,7.864726700747149e-05,0,127150,0.0,508600,483170,2,2,3.932363350373575e-06,4.139329842498499e-06
obstacle_v1,phase1_baseline,span20_random_seed14,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed14/kalman_cv_dt1.0_q1e-3_r1e-2/results.npz,25430,7.864726700747149e-05,40,507,189,0.007432166732206056,0.0010493201150733695,0.019937082186394024,449,127150,0.00353126228863547,508600,483170,282,448,0.000554463232402674,0.0009272098847196639
obstacle_v1,phase1_baseline,span20_random_seed14,,,linear_interp,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed14/linear_interp/results.npz,25430,0.0,0,1,1,3.9323633503735746e-05,2.0696649212492496e-06,3.9323633503735746e-05,1,127150,7.86472670074715e-06,508600,483170,0,1,0.0,2.0696649212492496e-06
obstacle_v1,phase1_baseline,span20_random_seed14,,,savgol_w5_p2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed14/savgol_w5_p2/results.npz,25430,0.0,0,4,3,0.00011797090051120724,8.278659684996998e-06,0.00015729453401494299,1,127150,7.86472670074715e-06,508600,483170,3,4,5.898545025560362e-06,8.278659684996998e-06
obstacle_v1,phase1_baseline,span20_random_seed15,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed15/kalman_cv_dt1.0_q1e-3_r1e-2/results.npz,25430,6.685017695635076e-05,34,449,180,0.007078254030672434,0.0009292795496409132,0.01765631144317735,385,127150,0.0030279197797876524,508600,483170,245,396,0.0004817145104207629,0.0008195873088147029
obstacle_v1,phase1_baseline,span20_random_seed15,,,linear_interp,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed15/linear_interp/results.npz,25430,0.0,0,4,2,7.864726700747149e-05,8.278659684996998e-06,0.00015729453401494299,4,127150,3.14589068029886e-05,508600,483170,2,4,3.932363350373575e-06,8.278659684996998e-06
obstacle_v1,phase1_baseline,span20_random_seed15,,,savgol_w5_p2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed15/savgol_w5_p2/results.npz,25430,0.0,0,6,4,0.00015729453401494299,1.24179895274955e-05,0.00023594180102241448,4,127150,3.14589068029886e-05,508600,483170,4,6,7.86472670074715e-06,1.24179895274955e-05
obstacle_v1,phase1_baseline,span20_random_seed16,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed16/kalman_cv_dt1.0_q1e-3_r1e-2/results.npz,25430,7.66810853322847e-05,39,471,180,0.007078254030672434,0.0009748121779083966,0.018521431380259537,408,127150,0.003208808493904837,508600,483170,260,411,0.0005112072355485647,0.0008506322826334416
obstacle_v1,phase1_baseline,span20_random_seed16,,,linear_interp,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed16/linear_interp/results.npz,25430,0.0,0,2,2,7.864726700747149e-05,4.139329842498499e-06,7.864726700747149e-05,2,127150,1.57294534014943e-05,508600,483170,0,2,0.0,4.139329842498499e-06
obstacle_v1,phase1_baseline,span20_random_seed16,,,savgol_w5_p2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed16/savgol_w5_p2/results.npz,25430,0.0,0,5,5,0.00019661816751867872,1.0348324606246249e-05,0.00019661816751867872,2,127150,1.57294534014943e-05,508600,483170,3,5,5.898545025560362e-06,1.0348324606246249e-05
obstacle_v1,phase1_baseline,span20_random_seed17,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed17/kalman_cv_dt1.0_q1e-3_r1e-2/results.npz,25430,7.471490365709791e-05,38,478,181,0.00711757766417617,0.0009892998323571415,0.018796696814785685,418,127150,0.0032874557609123083,508600,483170,267,423,0.0005249705072748722,0.0008754682616884327
obstacle_v1,phase1_baseline,span20_random_seed17,,,linear_interp,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed17/linear_interp/results.npz,25430,0.0,0,0,0,0.0,0.0,0.0,0,127150,0.0,508600,483170,0,0,0.0,0.0
obstacle_v1,phase1_baseline,span20_random_seed17,,,savgol_w5_p2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed17/savgol_w5_p2/results.npz,25430,0.0,0,2,2,7.864726700747149e-05,4.139329842498499e-06,7.864726700747149e-05,0,127150,0.0,508600,483170,2,2,3.932363350373575e-06,4.139329842498499e-06
obstacle_v1,phase1_baseline,span20_random_seed18,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed18/kalman_cv_dt1.0_q1e-3_r1e-2/results.npz,25430,9.634290208415258e-05,49,435,163,0.0064097522611089265,0.0009003042407434237,0.01710578057412505,379,127150,0.0029807314195831693,508600,483170,229,363,0.0004502556036177743,0.0007512883664134777
obstacle_v1,phase1_baseline,span20_random_seed18,,,linear_interp,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed18/linear_interp/results.npz,25430,0.0,0,0,0,0.0,0.0,0.0,0,127150,0.0,508600,483170,0,0,0.0,0.0
obstacle_v1,phase1_baseline,span20_random_seed18,,,savgol_w5_p2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed18/savgol_w5_p2/results.npz,25430,0.0,0,2,2,7.864726700747149e-05,4.139329842498499e-06,7.864726700747149e-05,0,127150,0.0,508600,483170,2,2,3.932363350373575e-06,4.139329842498499e-06
obstacle_v1,phase1_baseline,span20_random_seed19,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed19/kalman_cv_dt1.0_q1e-3_r1e-2/results.npz,25430,6.685017695635076e-05,34,449,174,0.00684231222965002,0.0009292795496409132,0.01765631144317735,382,127150,0.003004325599685411,508600,483170,249,398,0.00048957923712151,0.0008237266386572014
obstacle_v1,phase1_baseline,span20_random_seed19,,,linear_interp,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed19/linear_interp/results.npz,25430,0.0,0,5,3,0.00011797090051120724,1.0348324606246249e-05,0.00019661816751867872,5,127150,3.9323633503735746e-05,508600,483170,2,5,3.932363350373575e-06,1.0348324606246249e-05
obstacle_v1,phase1_baseline,span20_random_seed19,,,savgol_w5_p2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed19/savgol_w5_p2/results.npz,25430,0.0,0,8,6,0.00023594180102241448,1.6557319369993997e-05,0.00031458906802988597,5,127150,3.9323633503735746e-05,508600,483170,5,8,9.830908375933937e-06,1.6557319369993997e-05
obstacle_v1,phase1_baseline,span20_random_seed2,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed2/kalman_cv_dt1.0_q1e-3_r1e-2/results.npz,25430,7.078254030672434e-05,36,456,178,0.006999606763664962,0.0009437672040896579,0.0179315768777035,402,127150,0.0031616201337003537,508600,483170,250,404,0.0004915454187966968,0.0008361446281846969
obstacle_v1,phase1_baseline,span20_random_seed2,,,linear_interp,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed2/linear_interp/results.npz,25430,0.0,0,0,0,0.0,0.0,0.0,0,127150,0.0,508600,483170,0,0,0.0,0.0
obstacle_v1,phase1_baseline,span20_random_seed2,,,savgol_w5_p2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed2/savgol_w5_p2/results.npz,25430,0.0,0,2,2,7.864726700747149e-05,4.139329842498499e-06,7.864726700747149e-05,0,127150,0.0,508600,483170,2,2,3.932363350373575e-06,4.139329842498499e-06
obstacle_v1,phase1_baseline,span20_random_seed3,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed3/kalman_cv_dt1.0_q1e-3_r1e-2/results.npz,25430,5.5053086905230045e-05,28,498,178,0.006999606763664962,0.0010306931307821263,0.019583169484860403,456,127150,0.0035863153755407,508600,483170,298,455,0.0005859221392056626,0.0009416975391684086
obstacle_v1,phase1_baseline,span20_random_seed3,,,linear_interp,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed3/linear_interp/results.npz,25430,0.0,0,0,0,0.0,0.0,0.0,0,127150,0.0,508600,483170,0,0,0.0,0.0
obstacle_v1,phase1_baseline,span20_random_seed3,,,savgol_w5_p2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed3/savgol_w5_p2/results.npz,25430,0.0,0,4,4,0.00015729453401494299,8.278659684996998e-06,0.00015729453401494299,0,127150,0.0,508600,483170,4,4,7.86472670074715e-06,8.278659684996998e-06
obstacle_v1,phase1_baseline,span20_random_seed4,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed4/kalman_cv_dt1.0_q1e-3_r1e-2/results.npz,25430,7.66810853322847e-05,39,420,160,0.006291781360597719,0.0008692592669246849,0.01651592607156901,368,127150,0.0028942194258749507,508600,483170,228,362,0.0004482894219425875,0.0007492187014922284
obstacle_v1,phase1_baseline,span20_random_seed4,,,linear_interp,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed4/linear_interp/results.npz,25430,0.0,0,3,2,7.864726700747149e-05,6.20899476374775e-06,0.00011797090051120724,3,127150,2.3594180102241448e-05,508600,483170,1,3,1.9661816751867873e-06,6.20899476374775e-06
obstacle_v1,phase1_baseline,span20_random_seed4,,,savgol_w5_p2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed4/savgol_w5_p2/results.npz,25430,0.0,0,5,4,0.00015729453401494299,1.0348324606246249e-05,0.00019661816751867872,3,127150,2.3594180102241448e-05,508600,483170,3,5,5.898545025560362e-06,1.0348324606246249e-05
obstacle_v1,phase1_baseline,span20_random_seed42,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed42/kalman_cv_dt1.0_q1e-3_r1e-2/results.npz,25430,4.7188360204482896e-05,24,447,178,0.006999606763664962,0.0009251402197984147,0.017577664176169877,388,127150,0.0030515139598898938,508600,483170,251,409,0.0004935116004718836,0.0008464929527909432
obstacle_v1,phase1_baseline,span20_random_seed42,,,linear_interp,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed42/linear_interp/results.npz,25430,0.0,0,1,1,3.9323633503735746e-05,2.0696649212492496e-06,3.9323633503735746e-05,1,127150,7.86472670074715e-06,508600,483170,0,1,0.0,2.0696649212492496e-06
obstacle_v1,phase1_baseline,span20_random_seed42,,,savgol_w5_p2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed42/savgol_w5_p2/results.npz,25430,0.0,0,3,3,0.00011797090051120724,6.20899476374775e-06,0.00011797090051120724,1,127150,7.86472670074715e-06,508600,483170,2,3,3.932363350373575e-06,6.20899476374775e-06
obstacle_v1,phase1_baseline,span20_random_seed43,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed43/kalman_cv_dt1.0_q1e-3_r1e-2/results.npz,25430,0.00010027526543452615,51,454,170,0.006685017695635077,0.0009396278742471594,0.01785292961069603,408,127150,0.003208808493904837,508600,483170,239,376,0.0004699174203696422,0.0007781940103897179
obstacle_v1,phase1_baseline,span20_random_seed43,,,linear_interp,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed43/linear_interp/results.npz,25430,0.0,0,0,0,0.0,0.0,0.0,0,127150,0.0,508600,483170,0,0,0.0,0.0
obstacle_v1,phase1_baseline,span20_random_seed43,,,savgol_w5_p2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed43/savgol_w5_p2/results.npz,25430,0.0,0,2,2,7.864726700747149e-05,4.139329842498499e-06,7.864726700747149e-05,0,127150,0.0,508600,483170,2,2,3.932363350373575e-06,4.139329842498499e-06
obstacle_v1,phase1_baseline,span20_random_seed44,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed44/kalman_cv_dt1.0_q1e-3_r1e-2/results.npz,25430,6.881635863153755e-05,35,432,176,0.006920959496657491,0.0008940952459796759,0.01698780967361384,362,127150,0.002847031065670468,508600,483170,223,379,0.0004384585135666536,0.0007844030051534657
obstacle_v1,phase1_baseline,span20_random_seed44,,,linear_interp,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed44/linear_interp/results.npz,25430,0.0,0,1,1,3.9323633503735746e-05,2.0696649212492496e-06,3.9323633503735746e-05,1,127150,7.86472670074715e-06,508600,483170,0,1,0.0,2.0696649212492496e-06
obstacle_v1,phase1_baseline,span20_random_seed44,,,savgol_w5_p2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed44/savgol_w5_p2/results.npz,25430,0.0,0,4,3,0.00011797090051120724,8.278659684996998e-06,0.00015729453401494299,1,127150,7.86472670074715e-06,508600,483170,3,4,5.898545025560362e-06,8.278659684996998e-06
obstacle_v1,phase1_baseline,span20_random_seed5,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed5/kalman_cv_dt1.0_q1e-3_r1e-2/results.npz,25430,5.112072355485647e-05,26,393,155,0.00609516319307904,0.0008133783140509552,0.015454187966968147,342,127150,0.002689736531655525,508600,483170,218,353,0.00042862760519071964,0.0007305917172009852
obstacle_v1,phase1_baseline,span20_random_seed5,,,linear_interp,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed5/linear_interp/results.npz,25430,0.0,0,1,1,3.9323633503735746e-05,2.0696649212492496e-06,3.9323633503735746e-05,1,127150,7.86472670074715e-06,508600,483170,0,1,0.0,2.0696649212492496e-06
obstacle_v1,phase1_baseline,span20_random_seed5,,,savgol_w5_p2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed5/savgol_w5_p2/results.npz,25430,0.0,0,3,3,0.00011797090051120724,6.20899476374775e-06,0.00011797090051120724,1,127150,7.86472670074715e-06,508600,483170,2,3,3.932363350373575e-06,6.20899476374775e-06
obstacle_v1,phase1_baseline,span20_random_seed6,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed6/kalman_cv_dt1.0_q1e-3_r1e-2/results.npz,25430,6.488399528116398e-05,33,460,176,0.006920959496657491,0.0009520458637746549,0.018088871411718443,402,127150,0.0031616201337003537,508600,483170,258,411,0.0005072748721981911,0.0008506322826334416
obstacle_v1,phase1_baseline,span20_random_seed6,,,linear_interp,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed6/linear_interp/results.npz,25430,0.0,0,5,4,0.00015729453401494299,1.0348324606246249e-05,0.00019661816751867872,5,127150,3.9323633503735746e-05,508600,483170,1,5,1.9661816751867873e-06,1.0348324606246249e-05
obstacle_v1,phase1_baseline,span20_random_seed6,,,savgol_w5_p2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed6/savgol_w5_p2/results.npz,25430,0.0,0,8,6,0.00023594180102241448,1.6557319369993997e-05,0.00031458906802988597,5,127150,3.9323633503735746e-05,508600,483170,4,8,7.86472670074715e-06,1.6557319369993997e-05
obstacle_v1,phase1_baseline,span20_random_seed7,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed7/kalman_cv_dt1.0_q1e-3_r1e-2/results.npz,25430,9.437672040896579e-05,48,453,177,0.006960283130161227,0.0009375582093259101,0.017813605977192292,386,127150,0.0030357845064883995,508600,483170,233,379,0.0004581203303185214,0.0007844030051534657
obstacle_v1,phase1_baseline,span20_random_seed7,,,linear_interp,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed7/linear_interp/results.npz,25430,0.0,0,6,3,0.00011797090051120724,1.24179895274955e-05,0.00023594180102241448,6,127150,4.7188360204482896e-05,508600,483170,3,6,5.898545025560362e-06,1.24179895274955e-05
obstacle_v1,phase1_baseline,span20_random_seed7,,,savgol_w5_p2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed7/savgol_w5_p2/results.npz,25430,0.0,0,8,5,0.00019661816751867872,1.6557319369993997e-05,0.00031458906802988597,6,127150,4.7188360204482896e-05,508600,483170,5,8,9.830908375933937e-06,1.6557319369993997e-05
obstacle_v1,phase1_baseline,span20_random_seed8,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed8/kalman_cv_dt1.0_q1e-3_r1e-2/results.npz,25430,6.29178136059772e-05,32,420,165,0.0064883995281163976,0.0008692592669246849,0.01651592607156901,351,127150,0.0027605190719622494,508600,483170,228,373,0.0004482894219425875,0.0007719850156259701
obstacle_v1,phase1_baseline,span20_random_seed8,,,linear_interp,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed8/linear_interp/results.npz,25430,0.0,0,0,0,0.0,0.0,0.0,0,127150,0.0,508600,483170,0,0,0.0,0.0
obstacle_v1,phase1_baseline,span20_random_seed8,,,savgol_w5_p2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed8/savgol_w5_p2/results.npz,25430,0.0,0,2,2,7.864726700747149e-05,4.139329842498499e-06,7.864726700747149e-05,0,127150,0.0,508600,483170,2,2,3.932363350373575e-06,4.139329842498499e-06
obstacle_v1,phase1_baseline,span20_random_seed9,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed9/kalman_cv_dt1.0_q1e-3_r1e-2/results.npz,25430,5.112072355485647e-05,26,411,159,0.0062524577270939834,0.0008506322826334416,0.01616201337003539,350,127150,0.0027526543452615023,508600,483170,229,374,0.0004502556036177743,0.0007740546805472194
obstacle_v1,phase1_baseline,span20_random_seed9,,,linear_interp,,,outputs/stage3/phase1/canonical_room3/baselines/span20_random_seed9/linear_interp/results.npz,25430,0.0,0,1,1,3.9323633503735746e-05,2.0696649212492496e-06,3.9323633503735746e-05,1,127150,7.86472670074715e-06,508600,483170,0,1,0.0,2.0696649212492496e-06
