degradation,zeta,seed,trajectory_id,finite,first_nonfinite_step,first_nonfinite_stage,max_grad_norm,max_update_to_x_ratio,update_to_x_ratio_t99,update_to_x_ratio_t80,update_to_x_ratio_t60,update_to_x_ratio_t40,update_to_x_ratio_t20,update_to_x_ratio_t0
burst_medium,0.3,42,8,True,,none,27.544878005981445,1.3382218417449927,0.05807276624450023,0.03636955705015332,0.01712605574746324,0.024026906000919588,0.3362911466725043,1.3382218417449927
burst_medium,0.3,42,9,True,,none,27.331008911132812,2.144784839432403,0.040726116384256716,0.04219011227176806,0.037544319185745946,0.05739649954108063,1.1326505186378093,1.9761072287855874
burst_medium,0.3,42,10,True,,none,28.22613525390625,1.7437654103381062,0.10944265831003612,0.030224025158893077,0.02613930922024338,0.07574640997785495,0.27544614734106754,1.7437654103381062
burst_medium,0.3,42,11,True,,none,28.09973907470703,1.7299681934945776,0.2096937877750658,0.055121004119999886,0.06994191808619363,0.1817407511884784,0.7061999177704174,1.5010797793671078
burst_medium,0.3,42,12,True,,none,28.637285232543945,1.5866084107582776,0.10487749173973171,0.07462635356653109,0.06034642445508177,0.04034281807172289,0.7219376444320216,1.4630013049008033
burst_medium,0.3,42,13,True,,none,26.76654815673828,1.569637056283298,0.11752609507468063,0.05311225116679479,0.046634380484366245,0.07657060770010318,0.4274315414403022,1.3413061666104753
burst_medium,0.3,42,14,True,,none,27.662559509277344,1.4603143100285234,0.1611786290220532,0.025053558124323888,0.03401337014466249,0.0739468610776125,0.5771983868917948,1.295537892919441
burst_medium,0.3,42,15,True,,none,27.614521026611328,1.7103623197961544,0.06909952459694534,0.04834214430986243,0.06493020101696816,0.0632167324770916,0.9500060846825363,1.7103623197961544
burst_medium,0.3,42,16,True,,none,28.337732315063477,1.318328561554629,0.15492475351701546,0.019691862245971817,0.021467031578566904,0.07907279519959498,0.10356282004116057,1.318328561554629
burst_medium,0.3,42,17,True,,none,27.97702407836914,1.2669466024737115,0.0949822068513311,0.0567110036385097,0.0625598274989062,0.03492341057875609,0.5734260400170057,1.2669466024737115
