condition,trajectory_id,t,eps,L_zero,L_minus,L_plus,delta_L_minus,delta_L_plus,ADE_zero,ADE_minus,ADE_plus,accel_zero,accel_minus,accel_plus,grad_norm,x_norm,update_norm_minus,update_norm_plus,update_to_x_ratio_minus,update_to_x_ratio_plus,finite_minus,finite_plus
drift_medium,0,3,0.0001,1.7597507238388062,1.6947622299194336,1.825089931488037,-0.06498849391937256,0.06533920764923096,0.03723383694887161,0.03686562925577164,0.03761922940611839,0.2412557601928711,0.2412562072277069,0.241255521774292,25.52863883972168,6.979175567626953,0.0025528638839721683,0.0025528638839721683,0.0003657830153769613,0.0003657830153769613,True,True
drift_medium,0,3,0.001,1.7597507238388062,1.1357327699661255,2.424299716949463,-0.6240179538726807,0.6645489931106567,0.03723383694887161,0.03441690653562546,0.041776835918426514,0.2412557601928711,0.24125881493091583,0.2412528246641159,25.52863883972168,6.979175567626953,0.02552863883972168,0.02552863883972168,0.003657830153769613,0.003657830153769613,True,True
drift_medium,0,3,0.01,1.7597507238388062,5.355266094207764,8.636788368225098,3.5955153703689575,6.8770376443862915,0.03723383694887161,0.08099795132875443,0.11201462894678116,0.2412557601928711,0.24129104614257812,0.241207093000412,25.52863883972168,6.979175567626953,0.2552863883972168,0.2552863883972168,0.036578301537696124,0.036578301537696124,True,True
drift_medium,0,5,1e-07,2.2964658737182617,2.2963993549346924,2.296527862548828,-6.651878356933594e-05,6.198883056640625e-05,0.041799694299697876,0.04179919511079788,0.04180022329092026,0.24144287407398224,0.24144300818443298,0.2414429783821106,25.09122085571289,6.987510681152344,2.5091220855712888e-06,2.5091220855712888e-06,3.5908669053470964e-07,3.5908669053470964e-07,True,True
drift_medium,0,5,1e-06,2.2964658737182617,2.295833110809326,2.2970921993255615,-0.0006327629089355469,0.0006263256072998047,0.041799694299697876,0.04179472476243973,0.04180464148521423,0.24144287407398224,0.24144302308559418,0.2414429485797882,25.09122085571289,6.987510681152344,2.509122085571289e-05,2.509122085571289e-05,3.5908669053470962e-06,3.5908669053470962e-06,True,True
drift_medium,0,5,1e-05,2.2964658737182617,2.2901718616485596,2.302757501602173,-0.0062940120697021484,0.006291627883911133,0.041799694299697876,0.04175015538930893,0.04184931516647339,0.24144287407398224,0.2414429932832718,0.24144290387630463,25.09122085571289,6.987510681152344,0.0002509122085571289,0.0002509122085571289,3.5908669053470966e-05,3.5908669053470966e-05,True,True
drift_medium,0,5,0.0001,2.2964658737182617,2.233644962310791,2.359551429748535,-0.0628209114074707,0.06308555603027344,0.041799694299697876,0.041309550404548645,0.0423014834523201,0.24144287407398224,0.2414429783821106,0.2414429932832718,25.09122085571289,6.987510681152344,0.002509122085571289,0.002509122085571289,0.00035908669053470965,0.00035908669053470965,True,True
drift_medium,0,5,0.001,2.2964658737182617,1.6852766275405884,2.936358690261841,-0.6111892461776733,0.6398928165435791,0.041799694299697876,0.03748856484889984,0.047286249697208405,0.24144287407398224,0.24144227802753448,0.24144361913204193,25.09122085571289,6.987510681152344,0.02509122085571289,0.02509122085571289,0.0035908669053470966,0.0035908669053470966,True,True
drift_medium,0,5,0.01,2.2964658737182617,4.711350440979004,8.942473411560059,2.414884567260742,6.646007537841797,0.041799694299697876,0.07143095880746841,0.11791731417179108,0.24144287407398224,0.24143041670322418,0.2414633333683014,25.09122085571289,6.987510681152344,0.2509122085571289,0.2509122085571289,0.03590866905347097,0.03590866905347097,True,True
burst_medium,0,1,1e-07,1.456499695777893,1.4564181566238403,1.4565790891647339,-8.153915405273438e-05,7.939338684082031e-05,0.05806894227862358,0.05806804448366165,0.058069806545972824,0.27617236971855164,0.27617231011390686,0.2761722803115845,27.860883712768555,7.363492488861084,2.7860883712768554e-06,2.7860883712768554e-06,3.7836507275468183e-07,3.7836507275468183e-07,True,True
