geometry_profile,source_family,experiment_id,degradation,coarse_method,method_name,refiner_name,alpha,evaluated_windows,boundary_violation_count,infeasible_transition_count,window_violation_count,masked_infeasible_transition_count,masked_segment_count,total_points,total_segments,obstacle_point_violation_count,obstacle_segment_crossing_count,off_map_ratio,window_violation_rate,infeasible_transition_rate,mean_infeasible_transitions_per_window,masked_infeasible_transition_rate,obstacle_point_violation_rate,obstacle_segment_crossing_rate
obstacle_v1,controlled_benchmark,span20_fixed_seed42,missing_drift,,input_degraded,,,25430,56,130855,25430,127150,127150,508600,483170,3756,130799,0.00011010617381046009,1.0,0.27082600327007056,5.145694062131341,1.0,0.007384978372001573,0.2707101020344806
obstacle_v1,controlled_benchmark,span20_fixed_seed42,missing_drift,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,110,5063,986,1295,127150,508600,483170,4664,4930,0.0002162799842705466,0.03877310263468344,0.010478713496284951,0.19909555642941407,0.010184821077467559,0.009170271333071175,0.010203448061758802
obstacle_v1,controlled_benchmark,span20_fixed_seed42,missing_drift,,linear_interp,,,25430,56,4572,866,867,127150,508600,483170,4354,4515,0.00011010617381046009,0.034054266614235155,0.00946250801995157,0.17978765237907982,0.006818718049547778,0.008560755013763272,0.009344537119440362
obstacle_v1,controlled_benchmark,span20_fixed_seed42,missing_drift,,savgol_w5_p2,,,25430,55,4556,856,863,127150,508600,483170,4347,4501,0.0001081399921352733,0.0336610302791978,0.009429393381211583,0.17915847424302006,0.006787259142744789,0.008546991742036963,0.009315561810542872
obstacle_v1,controlled_benchmark,span20_fixed_seed42,missing_noise,,input_degraded,,,25430,100,133811,25430,127150,127150,508600,483170,4117,133676,0.00019661816751867872,1.0,0.27694393277728335,5.261934722768384,1.0,0.008094769956744003,0.2766645280129147
obstacle_v1,controlled_benchmark,span20_fixed_seed42,missing_noise,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,120,6499,1541,2102,127150,508600,483170,4502,6330,0.00023594180102241448,0.06059771922925678,0.013450752323198874,0.2555642941407786,0.016531655524970507,0.008851749901690915,0.01310097895150775
obstacle_v1,controlled_benchmark,span20_fixed_seed42,missing_noise,,linear_interp,,,25430,107,7868,1761,1207,127150,508600,483170,4840,7715,0.00021038143924498624,0.06924891860007865,0.016284123600389097,0.30939834840739283,0.00949272512780181,0.00951631930790405,0.015967464867437962
obstacle_v1,controlled_benchmark,span20_fixed_seed42,missing_noise,,savgol_w5_p2,,,25430,66,4996,1279,1288,127150,508600,483170,3595,4919,0.00012976799056232797,0.050294927251278015,0.010340045946561252,0.19646087298466378,0.010129767990562328,0.0070684231222965,0.01018068174762506
obstacle_v1,controlled_benchmark,span20_fixed_seed42,missing_noise_drift,,input_degraded,,,25430,198,134880,25430,127150,127150,508600,483170,5279,134625,0.0003893039716869839,1.0,0.2791564045780988,5.3039716869838776,1.0,0.01037947306331105,0.2786286400231803
obstacle_v1,controlled_benchmark,span20_fixed_seed42,missing_noise_drift,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,228,8406,1711,2379,127150,508600,483170,6355,8116,0.0004482894219425875,0.06728273692489185,0.017397603328021195,0.3305544632324027,0.018710184821077468,0.012495084545812033,0.01679740050085891
obstacle_v1,controlled_benchmark,span20_fixed_seed42,missing_noise_drift,,linear_interp,,,25430,217,9268,1864,1538,127150,508600,483170,6240,8977,0.0004266614235155328,0.07329925285096343,0.019181654490138048,0.36445143531262286,0.012095949665749115,0.012268973653165552,0.018579381998054516
obstacle_v1,controlled_benchmark,span20_fixed_seed42,missing_noise_drift,,savgol_w5_p2,,,25430,174,7202,1468,1624,127150,508600,483170,5656,7000,0.00034211561148250096,0.05772709398348407,0.014905726762837097,0.28320880849390484,0.01277231616201337,0.011120723554856469,0.014487654448744749
obstacle_v1,controlled_benchmark,span20_fixed_seed42,missing_only,,input_degraded,,,25430,0,127150,25430,127150,127150,508600,483170,0,127150,0.0,1.0,0.2631578947368421,5.0,1.0,0.0,0.2631578947368421
obstacle_v1,controlled_benchmark,span20_fixed_seed42,missing_only,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,43,486,184,442,127150,508600,483170,267,422,8.454581203303185e-05,0.007235548564687377,0.0010058571517271354,0.019111285882815573,0.00347620920173024,0.0005249705072748722,0.0008733985967671834
obstacle_v1,controlled_benchmark,span20_fixed_seed42,missing_only,,linear_interp,,,25430,0,1,1,1,127150,508600,483170,0,1,0.0,3.9323633503735746e-05,2.0696649212492496e-06,3.9323633503735746e-05,7.86472670074715e-06,0.0,2.0696649212492496e-06
obstacle_v1,controlled_benchmark,span20_fixed_seed42,missing_only,,savgol_w5_p2,,,25430,0,3,3,1,127150,508600,483170,2,3,0.0,0.00011797090051120724,6.20899476374775e-06,0.00011797090051120724,7.86472670074715e-06,3.932363350373575e-06,6.20899476374775e-06
obstacle_v1,phase1_baseline,span10_fixed_seed42,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,6,188,90,126,76290,508600,483170,101,177,1.1797090051120724e-05,0.003539127015336217,0.00038909700519485895,0.00739284309870232,0.0016515926071569013,0.00019858434919386552,0.0003663306910611172
obstacle_v1,phase1_baseline,span10_fixed_seed42,,,linear_interp,,,25430,0,0,0,0,76290,508600,483170,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
obstacle_v1,phase1_baseline,span10_fixed_seed42,,,savgol_w5_p2,,,25430,0,2,2,0,76290,508600,483170,2,2,0.0,7.864726700747149e-05,4.139329842498499e-06,7.864726700747149e-05,0.0,3.932363350373575e-06,4.139329842498499e-06
obstacle_v1,phase1_baseline,span20_fixed_seed42,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,43,486,184,442,127150,508600,483170,267,422,8.454581203303185e-05,0.007235548564687377,0.0010058571517271354,0.019111285882815573,0.00347620920173024,0.0005249705072748722,0.0008733985967671834
obstacle_v1,phase1_baseline,span20_fixed_seed42,,,linear_interp,,,25430,0,1,1,1,127150,508600,483170,0,1,0.0,3.9323633503735746e-05,2.0696649212492496e-06,3.9323633503735746e-05,7.86472670074715e-06,0.0,2.0696649212492496e-06
obstacle_v1,phase1_baseline,span20_fixed_seed42,,,savgol_w5_p2,,,25430,0,3,3,1,127150,508600,483170,2,3,0.0,0.00011797090051120724,6.20899476374775e-06,0.00011797090051120724,7.86472670074715e-06,3.932363350373575e-06,6.20899476374775e-06
obstacle_v1,phase1_baseline,span20_random_seed0,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,32,455,172,412,127150,508600,483170,255,405,6.29178136059772e-05,0.006763664962642548,0.0009416975391684086,0.017892253244199765,0.0032402674007078252,0.0005013763271726308,0.0008382142931059462
obstacle_v1,phase1_baseline,span20_random_seed0,,,linear_interp,,,25430,0,1,1,1,127150,508600,483170,0,1,0.0,3.9323633503735746e-05,2.0696649212492496e-06,3.9323633503735746e-05,7.86472670074715e-06,0.0,2.0696649212492496e-06
obstacle_v1,phase1_baseline,span20_random_seed0,,,savgol_w5_p2,,,25430,0,3,3,1,127150,508600,483170,2,3,0.0,0.00011797090051120724,6.20899476374775e-06,0.00011797090051120724,7.86472670074715e-06,3.932363350373575e-06,6.20899476374775e-06
obstacle_v1,phase1_baseline,span20_random_seed1,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,26,398,151,342,127150,508600,483170,225,356,5.112072355485647e-05,0.005937868659064097,0.0008237266386572014,0.015650806134486828,0.002689736531655525,0.00044239087691702714,0.000736800711964733
obstacle_v1,phase1_baseline,span20_random_seed1,,,linear_interp,,,25430,0,2,2,2,127150,508600,483170,0,2,0.0,7.864726700747149e-05,4.139329842498499e-06,7.864726700747149e-05,1.57294534014943e-05,0.0,4.139329842498499e-06
obstacle_v1,phase1_baseline,span20_random_seed1,,,savgol_w5_p2,,,25430,0,5,5,2,127150,508600,483170,3,5,0.0,0.00019661816751867872,1.0348324606246249e-05,0.00019661816751867872,1.57294534014943e-05,5.898545025560362e-06,1.0348324606246249e-05
obstacle_v1,phase1_baseline,span20_random_seed10,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,35,451,173,398,127150,508600,483170,246,398,6.881635863153755e-05,0.006802988596146284,0.0009334188794834116,0.017734958710184823,0.0031301612268973653,0.0004836806920959497,0.0008237266386572014
obstacle_v1,phase1_baseline,span20_random_seed10,,,linear_interp,,,25430,0,5,3,5,127150,508600,483170,2,5,0.0,0.00011797090051120724,1.0348324606246249e-05,0.00019661816751867872,3.9323633503735746e-05,3.932363350373575e-06,1.0348324606246249e-05
obstacle_v1,phase1_baseline,span20_random_seed10,,,savgol_w5_p2,,,25430,0,8,6,5,127150,508600,483170,5,8,0.0,0.00023594180102241448,1.6557319369993997e-05,0.00031458906802988597,3.9323633503735746e-05,9.830908375933937e-06,1.6557319369993997e-05
obstacle_v1,phase1_baseline,span20_random_seed11,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,20,403,159,338,127150,508600,483170,231,371,3.9323633503735746e-05,0.0062524577270939834,0.0008340749632634476,0.015847424302005506,0.0026582776248525366,0.00045418796696814785,0.0007678456857834716
obstacle_v1,phase1_baseline,span20_random_seed11,,,linear_interp,,,25430,0,6,4,6,127150,508600,483170,2,6,0.0,0.00015729453401494299,1.24179895274955e-05,0.00023594180102241448,4.7188360204482896e-05,3.932363350373575e-06,1.24179895274955e-05
obstacle_v1,phase1_baseline,span20_random_seed11,,,savgol_w5_p2,,,25430,0,8,6,6,127150,508600,483170,4,8,0.0,0.00023594180102241448,1.6557319369993997e-05,0.00031458906802988597,4.7188360204482896e-05,7.86472670074715e-06,1.6557319369993997e-05
obstacle_v1,phase1_baseline,span20_random_seed12,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,45,484,195,422,127150,508600,483170,247,414,8.847817538340543e-05,0.00766810853322847,0.0010017178218846368,0.0190326386158081,0.0033189146677152967,0.00048564687377113645,0.0008568412773971894
obstacle_v1,phase1_baseline,span20_random_seed12,,,linear_interp,,,25430,0,1,1,1,127150,508600,483170,0,1,0.0,3.9323633503735746e-05,2.0696649212492496e-06,3.9323633503735746e-05,7.86472670074715e-06,0.0,2.0696649212492496e-06
obstacle_v1,phase1_baseline,span20_random_seed12,,,savgol_w5_p2,,,25430,0,4,4,1,127150,508600,483170,3,4,0.0,0.00015729453401494299,8.278659684996998e-06,0.00015729453401494299,7.86472670074715e-06,5.898545025560362e-06,8.278659684996998e-06
obstacle_v1,phase1_baseline,span20_random_seed13,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,32,452,175,396,127150,508600,483170,246,400,6.29178136059772e-05,0.006881635863153756,0.0009354885444046608,0.017774282343688556,0.003114431773495871,0.0004836806920959497,0.0008278659684996999
obstacle_v1,phase1_baseline,span20_random_seed13,,,linear_interp,,,25430,0,0,0,0,127150,508600,483170,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
obstacle_v1,phase1_baseline,span20_random_seed13,,,savgol_w5_p2,,,25430,0,2,2,0,127150,508600,483170,2,2,0.0,7.864726700747149e-05,4.139329842498499e-06,7.864726700747149e-05,0.0,3.932363350373575e-06,4.139329842498499e-06
obstacle_v1,phase1_baseline,span20_random_seed14,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,40,507,189,449,127150,508600,483170,282,448,7.864726700747149e-05,0.007432166732206056,0.0010493201150733695,0.019937082186394024,0.00353126228863547,0.000554463232402674,0.0009272098847196639
obstacle_v1,phase1_baseline,span20_random_seed14,,,linear_interp,,,25430,0,1,1,1,127150,508600,483170,0,1,0.0,3.9323633503735746e-05,2.0696649212492496e-06,3.9323633503735746e-05,7.86472670074715e-06,0.0,2.0696649212492496e-06
obstacle_v1,phase1_baseline,span20_random_seed14,,,savgol_w5_p2,,,25430,0,4,3,1,127150,508600,483170,3,4,0.0,0.00011797090051120724,8.278659684996998e-06,0.00015729453401494299,7.86472670074715e-06,5.898545025560362e-06,8.278659684996998e-06
obstacle_v1,phase1_baseline,span20_random_seed15,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,34,449,180,385,127150,508600,483170,245,396,6.685017695635076e-05,0.007078254030672434,0.0009292795496409132,0.01765631144317735,0.0030279197797876524,0.0004817145104207629,0.0008195873088147029
obstacle_v1,phase1_baseline,span20_random_seed15,,,linear_interp,,,25430,0,4,2,4,127150,508600,483170,2,4,0.0,7.864726700747149e-05,8.278659684996998e-06,0.00015729453401494299,3.14589068029886e-05,3.932363350373575e-06,8.278659684996998e-06
obstacle_v1,phase1_baseline,span20_random_seed15,,,savgol_w5_p2,,,25430,0,6,4,4,127150,508600,483170,4,6,0.0,0.00015729453401494299,1.24179895274955e-05,0.00023594180102241448,3.14589068029886e-05,7.86472670074715e-06,1.24179895274955e-05
obstacle_v1,phase1_baseline,span20_random_seed16,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,39,471,180,408,127150,508600,483170,260,411,7.66810853322847e-05,0.007078254030672434,0.0009748121779083966,0.018521431380259537,0.003208808493904837,0.0005112072355485647,0.0008506322826334416
obstacle_v1,phase1_baseline,span20_random_seed16,,,linear_interp,,,25430,0,2,2,2,127150,508600,483170,0,2,0.0,7.864726700747149e-05,4.139329842498499e-06,7.864726700747149e-05,1.57294534014943e-05,0.0,4.139329842498499e-06
obstacle_v1,phase1_baseline,span20_random_seed16,,,savgol_w5_p2,,,25430,0,5,5,2,127150,508600,483170,3,5,0.0,0.00019661816751867872,1.0348324606246249e-05,0.00019661816751867872,1.57294534014943e-05,5.898545025560362e-06,1.0348324606246249e-05
obstacle_v1,phase1_baseline,span20_random_seed17,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,38,478,181,418,127150,508600,483170,267,423,7.471490365709791e-05,0.00711757766417617,0.0009892998323571415,0.018796696814785685,0.0032874557609123083,0.0005249705072748722,0.0008754682616884327
obstacle_v1,phase1_baseline,span20_random_seed17,,,linear_interp,,,25430,0,0,0,0,127150,508600,483170,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
obstacle_v1,phase1_baseline,span20_random_seed17,,,savgol_w5_p2,,,25430,0,2,2,0,127150,508600,483170,2,2,0.0,7.864726700747149e-05,4.139329842498499e-06,7.864726700747149e-05,0.0,3.932363350373575e-06,4.139329842498499e-06
obstacle_v1,phase1_baseline,span20_random_seed18,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,49,435,163,379,127150,508600,483170,229,363,9.634290208415258e-05,0.0064097522611089265,0.0009003042407434237,0.01710578057412505,0.0029807314195831693,0.0004502556036177743,0.0007512883664134777
obstacle_v1,phase1_baseline,span20_random_seed18,,,linear_interp,,,25430,0,0,0,0,127150,508600,483170,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
obstacle_v1,phase1_baseline,span20_random_seed18,,,savgol_w5_p2,,,25430,0,2,2,0,127150,508600,483170,2,2,0.0,7.864726700747149e-05,4.139329842498499e-06,7.864726700747149e-05,0.0,3.932363350373575e-06,4.139329842498499e-06
obstacle_v1,phase1_baseline,span20_random_seed19,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,34,449,174,382,127150,508600,483170,249,398,6.685017695635076e-05,0.00684231222965002,0.0009292795496409132,0.01765631144317735,0.003004325599685411,0.00048957923712151,0.0008237266386572014
obstacle_v1,phase1_baseline,span20_random_seed19,,,linear_interp,,,25430,0,5,3,5,127150,508600,483170,2,5,0.0,0.00011797090051120724,1.0348324606246249e-05,0.00019661816751867872,3.9323633503735746e-05,3.932363350373575e-06,1.0348324606246249e-05
obstacle_v1,phase1_baseline,span20_random_seed19,,,savgol_w5_p2,,,25430,0,8,6,5,127150,508600,483170,5,8,0.0,0.00023594180102241448,1.6557319369993997e-05,0.00031458906802988597,3.9323633503735746e-05,9.830908375933937e-06,1.6557319369993997e-05
obstacle_v1,phase1_baseline,span20_random_seed2,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,36,456,178,402,127150,508600,483170,250,404,7.078254030672434e-05,0.006999606763664962,0.0009437672040896579,0.0179315768777035,0.0031616201337003537,0.0004915454187966968,0.0008361446281846969
obstacle_v1,phase1_baseline,span20_random_seed2,,,linear_interp,,,25430,0,0,0,0,127150,508600,483170,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
obstacle_v1,phase1_baseline,span20_random_seed2,,,savgol_w5_p2,,,25430,0,2,2,0,127150,508600,483170,2,2,0.0,7.864726700747149e-05,4.139329842498499e-06,7.864726700747149e-05,0.0,3.932363350373575e-06,4.139329842498499e-06
obstacle_v1,phase1_baseline,span20_random_seed3,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,28,498,178,456,127150,508600,483170,298,455,5.5053086905230045e-05,0.006999606763664962,0.0010306931307821263,0.019583169484860403,0.0035863153755407,0.0005859221392056626,0.0009416975391684086
obstacle_v1,phase1_baseline,span20_random_seed3,,,linear_interp,,,25430,0,0,0,0,127150,508600,483170,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
obstacle_v1,phase1_baseline,span20_random_seed3,,,savgol_w5_p2,,,25430,0,4,4,0,127150,508600,483170,4,4,0.0,0.00015729453401494299,8.278659684996998e-06,0.00015729453401494299,0.0,7.86472670074715e-06,8.278659684996998e-06
obstacle_v1,phase1_baseline,span20_random_seed4,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,39,420,160,368,127150,508600,483170,228,362,7.66810853322847e-05,0.006291781360597719,0.0008692592669246849,0.01651592607156901,0.0028942194258749507,0.0004482894219425875,0.0007492187014922284
obstacle_v1,phase1_baseline,span20_random_seed4,,,linear_interp,,,25430,0,3,2,3,127150,508600,483170,1,3,0.0,7.864726700747149e-05,6.20899476374775e-06,0.00011797090051120724,2.3594180102241448e-05,1.9661816751867873e-06,6.20899476374775e-06
obstacle_v1,phase1_baseline,span20_random_seed4,,,savgol_w5_p2,,,25430,0,5,4,3,127150,508600,483170,3,5,0.0,0.00015729453401494299,1.0348324606246249e-05,0.00019661816751867872,2.3594180102241448e-05,5.898545025560362e-06,1.0348324606246249e-05
obstacle_v1,phase1_baseline,span20_random_seed42,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,24,447,178,388,127150,508600,483170,251,409,4.7188360204482896e-05,0.006999606763664962,0.0009251402197984147,0.017577664176169877,0.0030515139598898938,0.0004935116004718836,0.0008464929527909432
obstacle_v1,phase1_baseline,span20_random_seed42,,,linear_interp,,,25430,0,1,1,1,127150,508600,483170,0,1,0.0,3.9323633503735746e-05,2.0696649212492496e-06,3.9323633503735746e-05,7.86472670074715e-06,0.0,2.0696649212492496e-06
obstacle_v1,phase1_baseline,span20_random_seed42,,,savgol_w5_p2,,,25430,0,3,3,1,127150,508600,483170,2,3,0.0,0.00011797090051120724,6.20899476374775e-06,0.00011797090051120724,7.86472670074715e-06,3.932363350373575e-06,6.20899476374775e-06
obstacle_v1,phase1_baseline,span20_random_seed43,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,51,454,170,408,127150,508600,483170,239,376,0.00010027526543452615,0.006685017695635077,0.0009396278742471594,0.01785292961069603,0.003208808493904837,0.0004699174203696422,0.0007781940103897179
obstacle_v1,phase1_baseline,span20_random_seed43,,,linear_interp,,,25430,0,0,0,0,127150,508600,483170,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
obstacle_v1,phase1_baseline,span20_random_seed43,,,savgol_w5_p2,,,25430,0,2,2,0,127150,508600,483170,2,2,0.0,7.864726700747149e-05,4.139329842498499e-06,7.864726700747149e-05,0.0,3.932363350373575e-06,4.139329842498499e-06
obstacle_v1,phase1_baseline,span20_random_seed44,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,35,432,176,362,127150,508600,483170,223,379,6.881635863153755e-05,0.006920959496657491,0.0008940952459796759,0.01698780967361384,0.002847031065670468,0.0004384585135666536,0.0007844030051534657
obstacle_v1,phase1_baseline,span20_random_seed44,,,linear_interp,,,25430,0,1,1,1,127150,508600,483170,0,1,0.0,3.9323633503735746e-05,2.0696649212492496e-06,3.9323633503735746e-05,7.86472670074715e-06,0.0,2.0696649212492496e-06
obstacle_v1,phase1_baseline,span20_random_seed44,,,savgol_w5_p2,,,25430,0,4,3,1,127150,508600,483170,3,4,0.0,0.00011797090051120724,8.278659684996998e-06,0.00015729453401494299,7.86472670074715e-06,5.898545025560362e-06,8.278659684996998e-06
obstacle_v1,phase1_baseline,span20_random_seed5,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,26,393,155,342,127150,508600,483170,218,353,5.112072355485647e-05,0.00609516319307904,0.0008133783140509552,0.015454187966968147,0.002689736531655525,0.00042862760519071964,0.0007305917172009852
obstacle_v1,phase1_baseline,span20_random_seed5,,,linear_interp,,,25430,0,1,1,1,127150,508600,483170,0,1,0.0,3.9323633503735746e-05,2.0696649212492496e-06,3.9323633503735746e-05,7.86472670074715e-06,0.0,2.0696649212492496e-06
obstacle_v1,phase1_baseline,span20_random_seed5,,,savgol_w5_p2,,,25430,0,3,3,1,127150,508600,483170,2,3,0.0,0.00011797090051120724,6.20899476374775e-06,0.00011797090051120724,7.86472670074715e-06,3.932363350373575e-06,6.20899476374775e-06
obstacle_v1,phase1_baseline,span20_random_seed6,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,33,460,176,402,127150,508600,483170,258,411,6.488399528116398e-05,0.006920959496657491,0.0009520458637746549,0.018088871411718443,0.0031616201337003537,0.0005072748721981911,0.0008506322826334416
obstacle_v1,phase1_baseline,span20_random_seed6,,,linear_interp,,,25430,0,5,4,5,127150,508600,483170,1,5,0.0,0.00015729453401494299,1.0348324606246249e-05,0.00019661816751867872,3.9323633503735746e-05,1.9661816751867873e-06,1.0348324606246249e-05
obstacle_v1,phase1_baseline,span20_random_seed6,,,savgol_w5_p2,,,25430,0,8,6,5,127150,508600,483170,4,8,0.0,0.00023594180102241448,1.6557319369993997e-05,0.00031458906802988597,3.9323633503735746e-05,7.86472670074715e-06,1.6557319369993997e-05
obstacle_v1,phase1_baseline,span20_random_seed7,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,48,453,177,386,127150,508600,483170,233,379,9.437672040896579e-05,0.006960283130161227,0.0009375582093259101,0.017813605977192292,0.0030357845064883995,0.0004581203303185214,0.0007844030051534657
obstacle_v1,phase1_baseline,span20_random_seed7,,,linear_interp,,,25430,0,6,3,6,127150,508600,483170,3,6,0.0,0.00011797090051120724,1.24179895274955e-05,0.00023594180102241448,4.7188360204482896e-05,5.898545025560362e-06,1.24179895274955e-05
obstacle_v1,phase1_baseline,span20_random_seed7,,,savgol_w5_p2,,,25430,0,8,5,6,127150,508600,483170,5,8,0.0,0.00019661816751867872,1.6557319369993997e-05,0.00031458906802988597,4.7188360204482896e-05,9.830908375933937e-06,1.6557319369993997e-05
obstacle_v1,phase1_baseline,span20_random_seed8,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,32,420,165,351,127150,508600,483170,228,373,6.29178136059772e-05,0.0064883995281163976,0.0008692592669246849,0.01651592607156901,0.0027605190719622494,0.0004482894219425875,0.0007719850156259701
obstacle_v1,phase1_baseline,span20_random_seed8,,,linear_interp,,,25430,0,0,0,0,127150,508600,483170,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
obstacle_v1,phase1_baseline,span20_random_seed8,,,savgol_w5_p2,,,25430,0,2,2,0,127150,508600,483170,2,2,0.0,7.864726700747149e-05,4.139329842498499e-06,7.864726700747149e-05,0.0,3.932363350373575e-06,4.139329842498499e-06
obstacle_v1,phase1_baseline,span20_random_seed9,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,26,411,159,350,127150,508600,483170,229,374,5.112072355485647e-05,0.0062524577270939834,0.0008506322826334416,0.01616201337003539,0.0027526543452615023,0.0004502556036177743,0.0007740546805472194
obstacle_v1,phase1_baseline,span20_random_seed9,,,linear_interp,,,25430,0,1,1,1,127150,508600,483170,0,1,0.0,3.9323633503735746e-05,2.0696649212492496e-06,3.9323633503735746e-05,7.86472670074715e-06,0.0,2.0696649212492496e-06
obstacle_v1,phase1_baseline,span20_random_seed9,,,savgol_w5_p2,,,25430,0,2,2,1,127150,508600,483170,1,2,0.0,7.864726700747149e-05,4.139329842498499e-06,7.864726700747149e-05,7.86472670074715e-06,1.9661816751867873e-06,4.139329842498499e-06
obstacle_v1,phase1_baseline,span30_fixed_seed42,,,kalman_cv_dt1.0_q1e-3_r1e-2,,,25430,106,988,312,959,178010,508600,483170,572,842,0.00020841525756979946,0.012268973653165552,0.0020448289421942586,0.038851749901690914,0.005387337790011797,0.0011246559182068424,0.0017426578636918683
obstacle_v1,phase1_baseline,span30_fixed_seed42,,,linear_interp,,,25430,0,11,10,11,178010,508600,483170,1,11,0.0,0.00039323633503735744,2.2766314133741746e-05,0.0004325599685410932,6.179428122015617e-05,1.9661816751867873e-06,2.2766314133741746e-05
obstacle_v1,phase1_baseline,span30_fixed_seed42,,,savgol_w5_p2,,,25430,0,13,12,11,178010,508600,483170,3,13,0.0,0.00047188360204482896,2.6905643976240247e-05,0.0005112072355485647,6.179428122015617e-05,5.898545025560362e-06,2.6905643976240247e-05
obstacle_v1,refinement,span20_fixed_seed42,missing_drift,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_interface_v0,ddpm_prior_interface_v0,,25430,290,8928,1206,2466,127150,508600,483170,8156,8626,0.0005701926858041683,0.047424302005505306,0.018477968416913303,0.35108139992135273,0.01939441604404247,0.016036177742823437,0.01785292961069603
obstacle_v1,refinement,span20_fixed_seed42,missing_drift,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,25430,109,5188,968,1420,127150,508600,483170,4764,5055,0.00021431380259535982,0.0380652772316162,0.010737421611441108,0.20401101061738106,0.011167911915060951,0.009366889500589854,0.010462156176914957
obstacle_v1,refinement,span20_fixed_seed42,missing_drift,kalman_cv_dt1.0_q1e-3_r1e-2,ddpm_prior_masked_replace_v1,ddpm_prior_masked_replace_v1,,25430,136,6321,1191,2553,127150,508600,483170,5515,6162,0.00026740070782540305,0.046834447502949274,0.013082351967216507,0.24856468737711365,0.02007864726700747,0.010843491938655131,0.012753275244737877
obstacle_v1,refinement,span20_fixed_seed42,missing_drift,kalman_cv_dt1.0_q1e-3_r1e-2,identity_refiner,identity_refiner,,25430,110,5063,986,1295,127150,508600,483170,4664,4930,0.0002162799842705466,0.03877310263468344,0.010478713496284951,0.19909555642941407,0.010184821077467559,0.009170271333071175,0.010203448061758802
obstacle_v1,refinement,span20_fixed_seed42,missing_drift,kalman_cv_dt1.0_q1e-3_r1e-2,light_savgol_refiner,light_savgol_refiner,,25430,104,5026,973,1247,127150,508600,483170,4647,4903,0.00020448289421942588,0.03826189539913488,0.010402135894198729,0.19764058198977585,0.009807314195831696,0.009136846244593001,0.01014756710888507
obstacle_v1,refinement,span20_fixed_seed42,missing_drift,linear_interp,ddpm_prior_interface_v0,ddpm_prior_interface_v0,,25430,278,8879,1188,2394,127150,508600,483170,8149,8595,0.0005465985057019269,0.046716476602438065,0.01837655483577209,0.34915454187966966,0.018828155721588673,0.01602241447109713,0.0177887699981373
obstacle_v1,refinement,span20_fixed_seed42,missing_drift,linear_interp,ddpm_prior_masked_blend_v2_alpha0.25,ddpm_prior_masked_blend_v2_alpha0.25,0.25,25430,59,4777,879,1072,127150,508600,483170,4500,4715,0.00011600471883602045,0.03456547384978372,0.009886789328807667,0.18784899724734566,0.008430987023200944,0.008847817538340543,0.009758470103690213
