trajectory_id,ADE_noisy,ADE_cond,ADE_improvement_noisy_minus_cond,offset_noisy_x,offset_noisy_y,offset_cond_x,offset_cond_y,offset_norm_noisy,offset_norm_cond,offset_norm_improvement,offset_norm_rel_improvement,global_correction_cosine,global_correction_ratio,shape_centered_ADE_noisy,shape_centered_ADE_cond,shape_centered_ADE_improvement
13,0.46394985914230347,0.47149115800857544,-0.007541298866271973,0.12633919715881348,-0.4464167654514313,0.08597870916128159,-0.4631451964378357,0.46394988894462585,0.4710581600666046,-0.00710827112197876,-0.01532120443880558,-0.11686158925294876,0.09416955709457397,8.940696716308594e-08,0.025495365262031555,-0.025495275855064392
14,0.13633057475090027,0.14698538184165955,-0.010654807090759277,-0.1274910867214203,0.04829120635986328,-0.1399877965450287,0.043308328837156296,0.13633054494857788,0.14653393626213074,-0.010203391313552856,-0.07484303414821625,-0.7374582886695862,0.0986829325556755,1.4901161193847656e-08,0.01568242534995079,-0.015682410448789597
15,0.0851254016160965,0.0830133706331253,0.0021120309829711914,0.04974699020385742,0.0690765380859375,0.0535736083984375,0.062425244599580765,0.0851253867149353,0.08226203918457031,0.0028633475303649902,0.033636823296546936,0.41194337606430054,0.0901435911655426,0.0,0.016504591330885887,-0.016504591330885887
16,0.0873584896326065,0.08763471990823746,-0.00027623027563095093,-0.08626008033752441,0.013809502124786377,-0.08599738031625748,0.0049542514607310295,0.08735847473144531,0.0861399695277214,0.0012185052037239075,0.013948334380984306,0.18729108572006226,0.10141140967607498,6.119516626768018e-08,0.018486477434635162,-0.018486415967345238
17,0.28387266397476196,0.25494280457496643,0.028929859399795532,-0.15104937553405762,0.24034929275512695,-0.12243237346410751,0.2233998328447342,0.28387266397476196,0.25474923849105835,0.029123425483703613,0.10259327292442322,0.8892993330955505,0.11716462671756744,4.470348535789981e-09,0.012571632862091064,-0.012571628205478191
18,0.16677053272724152,0.1594536155462265,0.007316917181015015,-0.1576836258172989,-0.05429815128445625,-0.14589142799377441,-0.06362782418727875,0.1667705476284027,0.15916283428668976,0.007607713341712952,0.04561784863471985,0.5394880175590515,0.09016325324773788,2.999446735429956e-08,0.015681451186537743,-0.015681421384215355
19,0.1798481047153473,0.15504488348960876,0.024803221225738525,-0.08501458168029785,-0.15848612785339355,-0.08213387429714203,-0.1312437653541565,0.1798480749130249,0.1548253893852234,0.025022685527801514,0.13913235068321228,0.9260445833206177,0.1523187905550003,0.0,0.015250836499035358,-0.015250836499035358
20,0.2691691815853119,0.25055715441703796,0.018612027168273926,-0.15333859622478485,-0.22122235596179962,-0.12695154547691345,-0.21582457423210144,0.2691691815853119,0.2503935694694519,0.018775612115859985,0.06975394487380981,0.7228267192840576,0.10006152838468552,9.309623294484481e-08,0.014443916268646717,-0.014443823136389256
21,0.36442217230796814,0.3504839837551117,0.013938188552856445,0.10680149495601654,0.3484206199645996,0.12049414962530136,0.328921377658844,0.36442211270332336,0.3502971827983856,0.014124929904937744,0.038759805262088776,0.6140232682228088,0.06538207083940506,4.041657675202259e-08,0.021001581102609634,-0.02100154012441635
22,0.08288097381591797,0.08469846099615097,-0.0018174871802330017,-0.07837867736816406,-0.026945114135742188,-0.0797419548034668,-0.028080975636839867,0.08288097381591797,0.08454182744026184,-0.001660853624343872,-0.020039021968841553,-0.9346488118171692,0.021409735083580017,0.0,0.007612613029778004,-0.007612613029778004
23,0.1694328486919403,0.17957240343093872,-0.010139554738998413,-0.16687679290771484,0.029319262132048607,-0.17706893384456635,0.027468616142868996,0.16943281888961792,0.1791868656873703,-0.00975404679775238,-0.05756881460547447,-0.9381537437438965,0.061138007789850235,4.047932122830389e-08,0.01371136587113142,-0.013711325824260712
24,0.11465229839086533,0.12099684774875641,-0.006344549357891083,0.08115506172180176,-0.08098767697811127,0.08823657035827637,-0.0825253278017044,0.11465229094028473,0.12081440538167953,-0.006162114441394806,-0.05374610796570778,-0.8416051268577576,0.06320437788963318,2.831220591303918e-08,0.009742813184857368,-0.00974278524518013
25,0.08606503158807755,0.08019016683101654,0.005874864757061005,-0.08601677417755127,0.0028816373087465763,-0.07222837209701538,0.03261705860495567,0.08606502413749695,0.07925156503915787,0.006813459098339081,0.07916641235351562,0.3900652229785919,0.3808370530605316,1.5133991837501526e-08,0.013574441894888878,-0.013574426993727684
26,0.30854418873786926,0.28699198365211487,0.021552205085754395,0.2801302373409271,0.1293313205242157,0.26685747504234314,0.10534889996051788,0.30854421854019165,0.28689947724342346,0.02164474129676819,0.0701511800289154,0.8063786029815674,0.08883727341890335,7.922922407033184e-08,0.012082817032933235,-0.012082737870514393
27,0.11857501417398453,0.14165039360523224,-0.02307537943124771,0.1071465015411377,0.05079030990600586,0.12102605402469635,0.07318128645420074,0.11857499182224274,0.1414312720298767,-0.022856280207633972,-0.19275802373886108,-0.8401486277580261,0.22217024862766266,0.0,0.017928045243024826,-0.017928045243024826
28,0.15227851271629333,0.1433466225862503,0.00893189013004303,-0.012488365173339844,-0.1517655849456787,-0.0008832454914227128,-0.1429159790277481,0.15227852761745453,0.14291870594024658,0.009359821677207947,0.06146514415740967,0.6695433855056763,0.09583968669176102,0.0,0.013107525184750557,-0.013107525184750557
29,0.078067347407341,0.0709095150232315,0.007157832384109497,0.007308167405426502,0.07772453874349594,0.008017283864319324,0.07024805247783661,0.0780673623085022,0.07070406526327133,0.0073632970452308655,0.09431979060173035,0.9823212027549744,0.09619932621717453,6.330954960276358e-08,0.013242569752037525,-0.013242506422102451
30,0.15055875480175018,0.1362571269273758,0.01430162787437439,-0.1504988968372345,-0.004244625568389893,-0.13394023478031158,-0.017852207645773888,0.150558739900589,0.13512471318244934,0.015434026718139648,0.10251165926456451,0.7543870806694031,0.14235380291938782,2.9802322387695312e-08,0.022373180836439133,-0.022373151034116745
31,0.2012873888015747,0.20904020965099335,-0.00775282084941864,-0.1639958918094635,0.11671318113803864,-0.16836322844028473,0.12369640171527863,0.2012874037027359,0.20891858637332916,-0.007631182670593262,-0.03791187331080437,-0.9236171841621399,0.04091884195804596,6.047219613947163e-08,0.009755702689290047,-0.009755642153322697
32,0.04823457449674606,0.054962802678346634,-0.006728228181600571,0.03697323799133301,0.030976664274930954,0.015170442871749401,0.04445875808596611,0.04823457449674606,0.04697577655315399,0.0012587979435920715,0.02609742060303688,0.31419241428375244,0.5314553380012512,2.086162531611535e-08,0.02670510672032833,-0.02670508623123169
33,0.1765875518321991,0.16788390278816223,0.008703649044036865,-0.1662769317626953,0.05945706367492676,-0.16662046313285828,0.004726433660835028,0.1765875518321991,0.1666874885559082,0.009900063276290894,0.056063201278448105,0.33078333735466003,0.309940904378891,0.0,0.020538918673992157,-0.020538918673992157
34,0.27622365951538086,0.2607056796550751,0.015517979860305786,-0.08560299873352051,0.2626245617866516,-0.10125062614679337,0.2398219108581543,0.27622368931770325,0.26031947135925293,0.015904217958450317,0.057577311992645264,0.6085917353630066,0.10011854022741318,5.960464477539063e-08,0.021310381591320038,-0.021310321986675262
35,0.10699982941150665,0.10183829069137573,0.00516153872013092,0.06416547298431396,-0.08562564849853516,0.06060529872775078,-0.08156149089336395,0.10699981451034546,0.10161338001489639,0.005386434495449066,0.050340596586465836,0.9970909953117371,0.05049522593617439,1.4901161415892261e-09,0.012480724602937698,-0.01248072274029255
36,0.11755581945180893,0.13366468250751495,-0.016108863055706024,-0.10148229449987411,0.05933558940887451,-0.08473943173885345,0.10246338695287704,0.11755581200122833,0.1329643428325653,-0.015408530831336975,-0.13107417523860931,-0.1581130474805832,0.3935467004776001,4.0978193283081055e-08,0.012752950191497803,-0.01275290921330452
37,0.1441090852022171,0.16887882351875305,-0.02476973831653595,0.09308453649282455,-0.11001229286193848,0.11492762714624405,-0.12359388172626495,0.1441091150045395,0.16877146065235138,-0.02466234564781189,-0.17113661766052246,-0.9516372084617615,0.17848429083824158,1.639127766850379e-08,0.011170608922839165,-0.011170592159032822
38,0.15724660456180573,0.15093384683132172,0.006312757730484009,0.14464187622070312,-0.06168650463223457,0.1428619921207428,-0.047735169529914856,0.15724661946296692,0.15062600374221802,0.006620615720748901,0.04210339114069939,0.505545973777771,0.0894417017698288,1.9262854422663622e-08,0.017325742170214653,-0.01732572354376316
39,0.143965482711792,0.16036342084407806,-0.016397938132286072,0.08492148667573929,0.11625146865844727,0.07540731877088547,0.14098650217056274,0.143965482711792,0.15988576412200928,-0.015920281410217285,-0.11058402061462402,-0.5418996214866638,0.1840839833021164,1.1920929132713809e-08,0.012501368299126625,-0.012501356191933155
40,0.3015420138835907,0.2723091244697571,0.029232889413833618,0.25922441482543945,0.15404638648033142,0.23134341835975647,0.14333854615688324,0.3015420138835907,0.2721501588821411,0.029391855001449585,0.09747184067964554,0.9856690764427185,0.09904593229293823,6.258487417198921e-08,0.01928333379328251,-0.019283270463347435
41,0.22886571288108826,0.22309920191764832,0.005766510963439941,-0.22003941237926483,-0.06294572353363037,-0.21567745506763458,-0.056046463549137115,0.22886569797992706,0.22284068167209625,0.0060250163078308105,0.02632555365562439,0.7462515830993652,0.035665158182382584,6.112558992299455e-08,0.010975874960422516,-0.010975813493132591
42,0.23851926624774933,0.2431117743253708,-0.00459250807762146,-0.23222851753234863,-0.054418325424194336,-0.22960004210472107,-0.07866784930229187,0.23851926624774933,0.2427031397819519,-0.004183873534202576,-0.017541030421853065,-0.12190276384353638,0.10226243734359741,0.0,0.01356749702244997,-0.01356749702244997
43,0.2559744119644165,0.25706857442855835,-0.0010941624641418457,0.1943555623292923,-0.1665797233581543,0.2033800631761551,-0.15678803622722626,0.2559744119644165,0.2567993998527527,-0.0008249878883361816,-0.0032229311764240265,-0.03604310750961304,0.05202113464474678,4.470348358154297e-08,0.012642120011150837,-0.012642075307667255
44,0.2501196265220642,0.23696856200695038,0.01315106451511383,-0.24718642234802246,-0.0381929874420166,-0.23428654670715332,-0.03408314660191536,0.2501196265220642,0.2367527186870575,0.013366907835006714,0.053442057222127914,0.9879915118217468,0.054129038006067276,4.470348535789981e-09,0.012873580679297447,-0.012873576022684574
45,0.07592139393091202,0.11583667993545532,-0.039915286004543304,0.07334290444850922,-0.019618263468146324,0.10698457807302475,-0.043796129524707794,0.07592139393091202,0.11560190469026566,-0.03968051075935364,-0.5226525664329529,-0.9352646470069885,0.5456779599189758,2.9138869095390874e-08,0.017197800800204277,-0.01719777099788189
