condition,seed,zeta,N,ADE,RMSE,acceleration_RMS,high_conf_ADE,mid_conf_ADE,low_conf_ADE,E3_fused_ADE,E3_fused_acceleration_RMS,E3_fused_high_conf_ADE,E3_fused_mid_conf_ADE,E3_fused_low_conf_ADE,win_rate_vs_E3_fused,ADE_delta_vs_E3_fused,ADE_ratio_vs_E3_fused,high_conf_delta_vs_E3_fused,high_conf_ratio_vs_E3_fused,acceleration_ratio_vs_E3_fused,likelihood_norm_before_DPS,likelihood_norm_after_DPS,likelihood_delta_after_minus_before,likelihood_decreased,update_to_x_ratio,finite,nan_inf_cases
jump_medium,43,1.0,1000,3.255187511444092,3.661120891571045,0.4218612611293793,1.5535452365875244,3.9230360984802246,3.753741502761841,0.2578508257865906,0.35251474380493164,0.0,0.27689164876937866,0.42403990030288696,0.0,2.9973366260528564,12.62430477142334,1.5535452365875244,,1.1967195272445679,0.43521007895469666,261.41448974609375,260.9792785644531,False,11.971330642700195,True,0
jump_medium,44,1.0,1000,3.296160936355591,3.7077720165252686,0.42726561427116394,1.4887797832489014,4.003041744232178,3.828416585922241,0.2578508257865906,0.35251474380493164,0.0,0.27689164876937866,0.42403990030288696,0.0,3.0383100509643555,12.783208847045898,1.4887797832489014,,1.2120503187179565,0.43521007895469666,264.2876892089844,263.85247802734375,False,10.882043838500977,True,0
jump_medium,42,3.0,1000,10.252076148986816,11.522408485412598,0.6454344987869263,4.620451927185059,12.420757293701172,11.94792366027832,0.2578508257865906,0.35251474380493164,0.0,0.27689164876937866,0.42403990030288696,0.0,9.99422550201416,39.75971984863281,4.620451927185059,,1.83094322681427,0.43521007895469666,817.6691284179688,817.2339477539062,False,33.020904541015625,True,0
jump_medium,43,3.0,1000,10.049482345581055,11.294432640075684,0.6395353078842163,4.789504528045654,12.09853458404541,11.607504844665527,0.2578508257865906,0.35251474380493164,0.0,0.27689164876937866,0.42403990030288696,0.0,9.791631698608398,38.97401809692383,4.789504528045654,,1.8142086267471313,0.43521007895469666,802.7611694335938,802.3259887695312,False,35.91399383544922,True,0
jump_medium,44,3.0,1000,10.198412895202637,11.463315963745117,0.6475887894630432,4.619215965270996,12.353487014770508,11.871213912963867,0.2578508257865906,0.35251474380493164,0.0,0.27689164876937866,0.42403990030288696,0.0,9.94056224822998,39.55160140991211,4.619215965270996,,1.8370544910430908,0.43521007895469666,813.4347534179688,812.9995727539062,False,32.6461296081543,True,0
combined_medium,42,0.3,1000,0.9537030458450317,1.0563689470291138,0.2916719317436218,0.8904317617416382,0.9523043036460876,0.9696073532104492,0.2059965282678604,0.280832439661026,0.04521172493696213,0.1534976214170456,0.32032594084739685,0.013,0.7477065324783325,4.629704475402832,0.8452200368046761,19.694708905337073,1.0385977029800415,0.2857791781425476,73.78022766113281,73.49444580078125,False,3.5069849491119385,True,0
combined_medium,43,0.3,1000,0.9522075653076172,1.056942343711853,0.29099321365356445,0.9380188584327698,0.9406195878982544,0.9728001356124878,0.2059965282678604,0.280832439661026,0.04521172493696213,0.1534976214170456,0.32032594084739685,0.02,0.746211051940918,4.6224446296691895,0.8928071334958076,20.747247749132157,1.036180853843689,0.2857791781425476,74.28888702392578,74.00310516357422,False,3.9552743434906006,True,0
combined_medium,44,0.3,1000,0.9602451920509338,1.0631717443466187,0.29194629192352295,0.9558646082878113,0.9482572078704834,0.9793038964271545,0.2059965282678604,0.280832439661026,0.04521172493696213,0.1534976214170456,0.32032594084739685,0.018,0.7542486786842346,4.661462783813477,0.9106528833508492,21.14196283421072,1.0395746231079102,0.2857791781425476,73.83602142333984,73.55023956298828,False,3.832083225250244,True,0
combined_medium,42,1.0,1000,2.9143476486206055,3.273907423019409,0.3694080412387848,2.7973825931549072,2.9385552406311035,2.9032864570617676,0.2059965282678604,0.280832439661026,0.04521172493696213,0.1534976214170456,0.32032594084739685,0.0,2.7083511352539062,14.147557258605957,2.752170868217945,61.872945503743686,1.315403699874878,0.2857791781425476,232.4149169921875,232.12913513183594,False,11.689949989318848,True,0
combined_medium,43,1.0,1000,2.967402458190918,3.339932441711426,0.37074390053749084,3.000321388244629,2.9587950706481934,2.9732258319854736,0.2059965282678604,0.280832439661026,0.04521172493696213,0.1534976214170456,0.32032594084739685,0.0,2.7614059448242188,14.405109405517578,2.955109663307667,66.36157749849008,1.3201605081558228,0.2857791781425476,237.6912384033203,237.40545654296875,False,11.507464408874512,True,0
combined_medium,44,1.0,1000,2.9713938236236572,3.339416027069092,0.36849161982536316,3.1264452934265137,2.975984811782837,2.9306626319885254,0.2059965282678604,0.280832439661026,0.04521172493696213,0.1534976214170456,0.32032594084739685,0.0,2.765397310256958,14.424485206604004,3.0812335684895515,69.15120574996106,1.3121404647827148,0.2857791781425476,237.08734130859375,236.8015594482422,False,12.401542663574219,True,0
combined_medium,42,3.0,1000,9.165492057800293,10.324110984802246,0.6189519166946411,9.008615493774414,9.294748306274414,9.004486083984375,0.2059965282678604,0.280832439661026,0.04521172493696213,0.1534976214170456,0.32032594084739685,0.0,8.959495544433594,44.493431091308594,8.963403768837452,199.25396578730317,2.2039899826049805,0.2857791781425476,734.2893676757812,734.0036010742188,False,35.069847106933594,True,0
combined_medium,43,3.0,1000,9.39487075805664,10.592720985412598,0.615110456943512,9.548430442810059,9.409661293029785,9.339062690734863,0.2059965282678604,0.280832439661026,0.04521172493696213,0.1534976214170456,0.32032594084739685,0.0,9.188874244689941,45.606937408447266,9.503218717873096,211.19367721809462,2.1903111934661865,0.2857791781425476,753.7932739257812,753.5075073242188,False,34.52239227294922,True,0
combined_medium,44,3.0,1000,9.305244445800781,10.484246253967285,0.6190131902694702,9.817017555236816,9.376241683959961,9.086470603942871,0.2059965282678604,0.280832439661026,0.04521172493696213,0.1534976214170456,0.32032594084739685,0.0,9.099247932434082,45.171852111816406,9.771805830299854,217.134328958351,2.2042083740234375,0.2857791781425476,746.1412353515625,745.85546875,False,37.204627990722656,True,0
